38;6;'Courgette Longue Blanche';'Courgette non coureuse classique. Plus digeste que la verte';'legumes/curcubitace/courgette/longue_blanc.jpg';'crgt-longue-blanche'
39;7;'Melon Brodé';'Melon à peau rugeuse.';'legumes/curcubitace/melon/melon-2314618_1920.jpg';'mel-brode'
40;7;'Melon Charentais';'Melon à peau lisse';'legumes/curcubitace/melon/charentais.jpg';'mel-charentais'
41;8;'Pastèque Melon d'eau';'Pastèque commun, à déguster en tranche ou à maltraité en pinata. Mais dans un cas comme l'autre, délicieuse!';'legumes/curcubitace/pasteque/melon_eau.jpg';'pastq-eau'
42;8;'Pastèque Confiture';'Pastèque principalement utilisée pour faire de la confiture. Pour une consomation pendant l'été, préférez le melon d'eau';'legumes/curcubitace/pasteque/confiture.jpg';'pastq-confiture'
43;9;'Concombre Lisse';'Concombre commun';'legumes/curcubitace/concombre/lisse.jpg';'ccmbr-lisse'
44;9;'Concombre Epineux';'Ancienne variété du concombre, celui-ci est plus amère que son petit frère.';'legumes/curcubitace/concombre/epineux.jpg';'ccmbr-epineu'
45;10;'Courge';'Courge musquée de provence, aussi appellée citrouille, elle accompagnera vos meilleures tartes tout comme votre Halloween';'legumes/curcubitace/autre/courge.jpg';'courge'
46;10;'Pâtisson';'Petit curcurbitacé blanc.';'legumes/curcubitace/autre/patisson.jpg';'patisson'
47;10;'Potimarron';'Plus sucré que la courge';'legumes/curcubitace/autre/potimaron.jpg';'potimarron'
48;10;'Butternut';'Un gout de noisette prononcé, délicieux en gratin ou dans un pot-au-feu';'legumes/curcubitace/autre/butternut.jpg';'butternut'
49;10;'Mini Courge Carat';'Une courge à taille réduite, pour les plus petits estomac.';'legumes/curcubitace/autre/carat.jpg';'mini-courge-carrat'
50;10;'Courgette-Spaghetti';'Idéal en gratin. Votre enfant ne mange que des pâtes? Donnez lui ces spaghettis. ';'legumes/curcubitace/autre/spaghetti.jpg';'courgette-spaghetti'
51;11;'Tomate Paola Petit Pot';'Tomate précoce. A mettre sous serre ou veranda, car attention au gel!';'legumes/tomate/tradi/moyenne.jpg';'tradi-paola-precoce'
52;11;'Tomate Trésor Gros Pot';'Tomate cultivée sous nos serre dès Février pour que vous puissiez avoir rapidement des tomates dans vos jardins';'legumes/tomate/tradi/moyenne.jpg';'tresor-gros-pot'
53;11;'Tomate Agora';'Tomate précoce classique, calibre moyen.';'legumes/tomate/tradi/moyenne.jpg';'tradi-agora'
54;12;'Tomate St Pierre';'Ancienne variété de tomate, l'unique hybride fixée de notre catalogue.';'legumes/tomate/tradi/moyenne.jpg';'tradi-st-pierre'
55;12;'Tomate Marmande';'Ancienne variété de grosse tomate, plutôt tardive comparée au autre variétée';'legumes/tomate/tradi/moyenne.jpg';'tradi-marmande'
56;12;'Tomate Cobra';'Tomate de référence, calibre salade.';'legumes/tomate/tradi/moyenne.jpg';'tradi-cobra'
57;12;'Tomate Kalimba';'Tomate idéal pour les terres argilo-calcaire. Calibre salade';'legumes/tomate/tradi/moyenne.jpg';'tradi-kalimba'
58;13;'Tomate Ondina';'Tomate ronde classique, calibre salade';'legumes/tomate/tradi/moyenne.jpg';'tradi-ondina'
59;13;'Tomate Cœur de Bœuf';'Vous la connaissez déjà. Et je sais que vous la connaissez. Alors non, je ne vous ferais pas de description!';'legumes/tomate/tradi/grosse.jpg';'tradi-cœur-bœuf'
60;13;'Tomate Grosse';'Très charnue avec peu de graine. Peut faire jusqu'à 1kg.';'legumes/tomate/tradi/grosse.jpg';'tradi-grosse'
61;13;'Tomate Roma';'Tomate moyenne, allongée, très charue';'legumes/tomate/tradi/roma.jpg';'tradi-roma'
62;14;'Tomate Cerise Ronde Rouge';'Evitez de dire à vos enfant que vous en plantez. Sinon, vous pouvez être sûr de ne jamais avoir le temps de les voir murir.';'legumes/tomate/collection/cerise.jpg';'collec-ronde-rouge'
63;14;'Tomate Cerise Poire Jaune';'Plus sucrée que sa cousine rouge';'legumes/tomate/collection/cerise_jaune.jpg';'collec-poire-jaune'
64;14;'Tomate Cerise Poire Rouge';'Similaire à la tomate cesire, sa forme permet de changer lors de vos apéros ou de changer la décoration de vos plats';'legumes/tomate/collection/cerise_poire.jpg';'collec-poire-rouge'
65;14;'Tomate Cocktail Rouge';'Tomate à calibre supérieur à celui de la cerise. Parfait avec du gruyère sur un pique';'legumes/tomate/collection/cerise.jpg';'collec-cocktail-rouge'
66;15;'Tomate Black Cherry';'Similaire en taille à la cocktail, mais plus sombre, proche de la Noire de Crimée. ';'null';'collec-black-cherry'
67;15;'Tomate Grosse Jaune';'Tout aussi grosse qu'une tomate russe';'legumes/tomate/collection/jaune.jpg';'collec-jaune'
68;15;'Tomate Russe';'Une tomate énorme, très charnue, qui dépasse aisement le kilo!';'legumes/tomate/tradi/grosse.jpg';'collec-russe'
69;15;'Tomate Green Zebra';'Une tomate qui murit verte. Oui oui! Idéal pour créer du constrate dans vos salade. Et promis, elle est tout aussi bonne!';'null';'collec-green-zebra'
70;15;'Tomate Ananas';'Une tomate particulièrement sucrée. Note du dev : Ma préférée, avec l'andine! ';'legumes/tomate/collection/ananas.jpg';'collec-ananas'
71;15;'Tomate Andine Cornue';'Une tomate allongée, très charnue et ferme. Parfaite à manger avec un peu de sel.';'legumes/tomate/collection/andine.jpg';'collec-andine-cornu'
72;15;'Tomate Noire de Crimée';'Très charnue mais néanmoins douce, une très bonne tomate.';'legumes/tomate/collection/noire.png';'collec-noir-crime'
73;15;'Tomate Rose de Berne';'Tomate caractérisée par une peau très fine! ';'legumes/tomate/collection/rose_berne.jpg';'collec-rose-berne'
74;16;'Persil Géant d'Italie';'Persil commun';'legumes/aromatique/persil.jpg';'persil-plat'
75;16;'Persil Frisé';'Persil au gout légèrement plus prononcé que son cousin';'legumes/aromatique/persil_frise.jpg';'persil-frise'
76;16;'Ciboulette';'Dans une salade, sur une viande…Miam!';'legumes/aromatique/ciboulette.jpg';'ciboulette'
77;16;'Basilic Grosse Feuille';'Préparez vos meilleurs pesto!';'legumes/aromatique/basilic_gros.jpg';'basilic-plat'
78;16;'Basilic Fin Vert';'Se caractérise par une feuille bien plus petite que son cousin, le haché est alors bien plus simple';'legumes/aromatique/basilic_fin.jpg';'basilic-fin'
79;16;'Basilic Rouge';'Un persil au gout plus prononcé que ses cousins';'legumes/aromatique/basilic_rouge.jpg';'basilic-rouge'
80;16;'Oseille';'null';'legumes/aromatique/oseille.jpg';'oseille'
81;16;'Coriandre';'null';'legumes/aromatique/coriandre.jpg';'coriandre'
82;16;'Aneth';'null';'legumes/aromatique/ache_montagne.jpg';'aneth'
83;16;'Rhubarbe';'null';'legumes/aromatique/rhubarbe.jpg';'rhubarbe'
84;16;'Cerfeuil';'null';'legumes/aromatique/cerfeuil.jpg';'cerfeuil'
85;16;'Verveine Citronnelle';'Idéal en tisane. Ou pour faire fuir les moustiques';'legumes/aromatique/verveine_citron.jpg';'verveine-citron'
86;16;'Citronnelle de Madagascar';'Idéal en tisane. Ou pour faire fuir les moustiques';'null';'verveine-madagascar'
87;16;'Menthe Verte';'Une plante qui aime l'ombre. Est aussi une plante que vous aimez en tisane!';'legumes/aromatique/menthe.jpg';'menthe-verte'
88;16;'Menthe Poivrée';'Une plante qui aime l'ombre. Est aussi une plante que vous aimez en tisane!';'legumes/aromatique/menthe.jpg';'menthe-poivre'
89;16;'Menthe Fraise';'Une plante qui aime l'ombre. Est aussi une plante que vous aimez en tisane!';'legumes/aromatique/menthe.jpg';'menthe-fraise'
90;16;'Menther After Eight';'Une plante qui aime l'ombre. Est aussi une plante que vous aimez en tisane!';'legumes/aromatique/menthe.jpg';'menthe-chocolat'
91;16;'Menthe Pomme';'Une plante qui aime l'ombre. Est aussi une plante que vous aimez en tisane!';'legumes/aromatique/menthe.jpg';'menthe-pomme'
92;16;'Laurier Sauce';'Parfait pour vos sauces, composant du bouquet garni de vos meilleurs plats';'legumes/aromatique/laurier.jpg';'laurier-sauce'
93;16;'Sauge Officinale';'null';'legumes/aromatique/sauge_officinale.jpg';'sauge-officinale'
94;16;'Fenouil Bronze';'null';'legumes/divers/fenouil/fenouil_bronze.jpg';'fenouil-bronze'
95;16;'Ache des montagnes';'Un celeri à l'état sauvage. ';'legumes/aromatique/ache_montagne.jpg';'ache-montagne'
96;16;'Sariette';'null';'null';'sariette'
97;16;'Thym';'Une plante estivale, qui ne crain pas le gel';'legumes/aromatique/thym.jpg';'thym'
98;16;'Origan';'null';'legumes/aromatique/origan.jpg';'origan'
99;18;'Artichaud Gros Vert';'Star du printemps, à déguster blanchi avec une vinaigrette';'legumes/divers/artichaud/gros_vert.jpg';'arti-gros-vert'
100;18;'Artichaud Petit Violet';'Plus petit que son cousin vert, Mme Brieussel les manger même cru lorsqu'ils sont encore petit, puisqu'ils n'ont pas encore de fouin';'legumes/divers/artichaud/petit_violet.jpg';'arti-petit-violet'
101;19;'Fraise Garigette';'Une grosse fraise, très gouteuse, mais ne produit qu'au printemps';'legumes/fraise/printeniere/gariguette.jpg';'fraise-garigette'
102;19;'Fraise Agathe';'Une fraise 4 saison, gouteuse et très grosse.';'legumes/fraise/remontantes/agathe.jpg';'fraise-agathe'
103;19;'Fraise Anaïs';'Une fraise 4 saison, plus grosse que l'agathe, mais moins goutue';'legumes/fraise/remontantes/anais.jpg';'fraise-anais'
104;19;'Fraise Mariguette';'4 saison, croisement entre Garigette et Mara des bois. Tout est dit.';'legumes/fraise/remontantes/marigette.jpg';'fraise-mariguette'
105;19;'Fraise Mara des bois';'Une fraise 4 saison, très petite, mais la plus goutue de notre catalogue';'legumes/fraise/remontantes/mara_bois.jpg';'fraise-mara'
106;19;'Fraise Charlotte';'Amélioration de la Mara des bois, plus grosse que celle-ci, et presque tout aussi goutue';'legumes/fraise/remontantes/marigette.jpg';'fraise-charlotte'
107;19;'Fraise Gento';'Une très grosse fraise, qui peut néanmoins manquer de goût sans ajout de sucre. Cependant parfaite pour faire un saladier de fraises.';'legumes/fraise/printeniere/gento.jpg';'fraise-gento'
108;19;'Fraise Vivarosa';'Une fraise qui est caractérisée par sa fleur rose. Goutue ET décorative. Qu'attendez vous?';'null';'fraise-vivarosa'
109;21;'Patate Douce';'Une patate qui peut dépasser le kilo, avec 3 à 5 patate par pied.';'legumes/divers/patate/patate_douce.jpg';'patate-douce'
110;22;'Asperge Blanche';'null';'legumes/divers/asperge/blanche.jpg';'asperge-blanche'
111;22;'Asperge Verte';'null';'legumes/divers/asperge/verte.jpg';'asperge-verte'
112;23;'Blette à Cotte Blanche';'null';'legumes/divers/blette/blette.jpg';'blette-blanche'
113;24;'Betterave Rouge';'null';'legumes/divers/blette/blette.jpg';'betterave-rouge'
114;25;'Céleri Rave';'Celeri dont on mange le bulbe à sa base';'legumes/divers/celeri/celeri_rave.jpg';'celeri-rave'
115;25;'Céleri Branche';'Celeri dont on mange les branches, souvent utilisé en sauge';'legumes/divers/celeri/celeri_branche.jpg';'celeri-branche'
116;25;'Céleri Perpétuel';'Identique à celeri branche, à la différence que celui-ci est vivace';'legumes/divers/celeri/celeri_branche_perpetuel.jpg';'celeri-perpetuel'
117;26;'Fenouil';'null';'legumes/divers/fenouil/fenouil.jpg';'fenouil'
118;29;'Aubergine Longue Blanche';'null';'legumes/aubergine/blanche_long.jpg';'aub-bl-longue'
119;29;'Aubergine Longue Striée';'null';'legumes/aubergine/strille.jpg';'aub-stri-longue'
120;30;'Aubergine Longue Violette';'null';'legumes/aubergine/violet_long.jpg';'aub-vio-longue'
121;30;'Aubergine Ronde Violette';'null';'legumes/aubergine/violet_rond.jpg';'aub-vio-ronde'
122;27;'Poivron Carré';'null';'legumes/poivron_piment/rouge.jpg';'poiv-carre'
123;27;'Poivron Jaune';'null';'legumes/poivron_piment/jaune.jpeg';'poiv-jaune'
124;28;'Piment Doux des Landes';'null';'legumes/poivron_piment/piment_doux.jpg';'pim-doux-lande'
125;28;'Piment Basque';'null';'legumes/poivron_piment/sweet-peppers-499068_1920.jpg';'pim-basque'
126;28;'Piment Cayenne';'null';'legumes/poivron_piment/piment_rouge.jpg';'pim-cayenne'
127;28;'Piment Oiseau';'null';'legumes/poivron_piment/piment_rouge.jpg';'pim-oiseau'
128;28;'Piment Fuëgo';'null';'legumes/poivron_piment/piment_vert.jpg';'pim-fuego'
129;32;'Oignon Jaune St-Michel';'null';'legumes/oignon_poireau/rond_jaune.jpg';'oig-st-michel'
130;32;'Oignon Jaune Lescure';'null';'legumes/oignon_poireau/rond_jaune.jpg';'oig-lescure'
131;32;'Oignon Jaune Allongé Tresbon';'null';'legumes/oignon_poireau/long_jaune.jpg';'oig-tresbon'
132;32;'Oignon Jaune Lezignan';'null';'legumes/oignon_poireau/rond_jaune.jpg';'oig-lezignan'
133;32;'Oignon Jaune Cévenne';'null';'legumes/oignon_poireau/rond_jaune.jpg';'oig-cevenne'
134;31;'Oignon Rouge Rond';'null';'legumes/oignon_poireau/rond_rouge.jpg';'oig-rouge'
135;31;'Oignon Rouge Allongé Semiane';'null';'legumes/oignon_poireau/long_rouge.jpg';'oig-semiane'
136;33;'Oignon Blanc Doux';'null';'legumes/oignon_poireau/rond_blanc.jpg';'oig-blanc'
137;34;'Poireau d'été';'null';'legumes/oignon_poireau/poireau.jpg';'poi-ete'
138;34;'Poireau Bleu de Solèze';'null';'legumes/oignon_poireau/poireau.jpg';'poi-hiver'
